,user,tweetText,simplePolarity,nouns,party,state
10,SenatorBurr,On Tuesday 9 30 AM Senate Intel will hold its nomination hearing for the Director of National Intelligence While attendance will be limited due to current public health guidelines the hearing will be livestreamed here,-0.049107142857142856,"['am senate', 'intel', 'nomination hearing', 'intelligence', 'current public health guidelines']",R,North Carolina
11,SenatorBurr,I want to wish a blessed Ramadan to all who will be observing a month of fasting and prayer,0.0,['ramadan'],R,North Carolina
12,SenatorBurr,With the 2020 presidential election approaching it s more important than ever that we remain vigilant against the threat of interference from hostile foreign actors,0.19375,"['presidential election', 'foreign actors']",R,North Carolina
13,SenatorBurr,One of the ICA s most important conclusions was that Russia s aggressive interference efforts should be considered the new normal That warning has been borne out as Russia and its imitators increasingly use information warfare to sow societal chaos and discord,0.29659090909090907,"['ica', 'important conclusions', 'russia', 'aggressive interference efforts', 'russia', 'information warfare', 'societal chaos']",R,North Carolina
14,SenatorBurr,In reviewing the ICA the Senate Intelligence Committee looked at two key questions Did the final product meet the initial task given by the President Was the analysis supported by the intelligence presented We found the ICA met both criteria,0.0,"['ica', 'intelligence', 'key questions', 'final product meet', 'initial task', 'was', 'ica']",R,North Carolina
15,SenThomTillis,Since work began to find a COVID 19 vaccine hackers affiliated with foreign nations have worked to steal research from American companies and research institutions I joined to introduce legislation to protect U S research from hackers,-0.0625,"['covid', 'vaccine hackers', 'foreign nations', 'american companies', 'research institutions', 'introduce legislation', 's research']",R,North Carolina
16,SenThomTillis, EDA The EDA grant will support construction of a new stormwater detention pond amp other stormwater improvements to support expansion,0.005681818181818177,"['eda', 'eda', 'support construction', 'new stormwater detention pond amp', 'stormwater improvements', 'support expansion']",R,North Carolina
17,SenThomTillis,Received a call from President tonight He s feeling great and working hard for the American people Told him I m recovering and look forward to getting back to the Senate and confirming Judge Amy Coney Barrett,0.12708333333333333,"['received', 's feeling', 'american people', 'told', 'amy coney barrett']",R,North Carolina
18,SenThomTillis,I feel great and have regained my sense of taste and smell I m no longer exhibiting any symptoms and will continue to self isolate Susan and I remain grateful for the outpouring of prayers and well wishes we have received from North Carolinians,0.8,"['self isolate', 'susan', 'carolinians']",R,North Carolina
19,SenThomTillis,I m continuing to self isolate at home and feeling well My mild symptoms from yesterday have significantly improved and the only lingering symptom is the loss of my sense of taste and smell We remain grateful for the well wishes we ve received,0.23611111111111108,"['self isolate', 'mild symptoms']",R,North Carolina
20,SenKevinCramer,Joined on today to discuss early voting and the latest on the upcoming election Watch here,0.3,"['joined', 'watch']",R,North Dakota
21,SenKevinCramer,Tremendously grateful for the work of members and all of our state s health care workers especially during a year of such uncertainty They rose to the challenge and our families and communities are safer and healthier because of them,0.23333333333333334,"['tremendously', 'state s health care workers', 'such uncertainty']",R,North Dakota
22,SenKevinCramer,Mark Andrews was a giant to me He was the first U S Senator I ever met I am honored to have worked for him and to have known him Together Mark and Mary were a political force for good always putting the interests of North Dakota first Thank you Mark,0.24,"['mark andrews', 's senator', 'together mark', 'mary', 'political force', 'dakota', 'thank', 'mark']",R,North Dakota
23,SenKevinCramer,Critical mineral supply chains are vital to our economic and national security s administration recognizes the threat of over reliance on imports from foreign adversaries and is looking for innovative ways to boost domestic production,0.1125,"['critical', 'national security s administration', 'foreign adversaries', 'innovative ways', 'domestic production']",R,North Dakota
24,SenKevinCramer,North Dakota is a leader in lignite coal extraction and research It s encouraging to see the working with on this vitally important project,0.4,"['dakota', 'lignite coal extraction', 'important project']",R,North Dakota
25,SenJohnHoeven,Broke ground on the Magic City Discovery Center in Minot today This is a welcome investment providing STEAM ed opportunities to children in the region amp helping shape the next generation of innovators,0.30000000000000004,"['broke', 'magic', 'discovery', 'minot', 'welcome investment', 'steam', 'region amp']",R,North Dakota
26,SenJohnHoeven,Our health care professionals are on the front lines of the COVID 19 pandemic every day amp this week I had the opportunity to thank members of the for their essential service,0.0,"['health care professionals', 'front lines', 'covid', 'day amp', 'essential service']",R,North Dakota
27,SenJohnHoeven,My statement on the passing of former Senator Mark Andrews,0.0,['mark andrews'],R,North Dakota
28,SenJohnHoeven,We encourage North Dakotans to submit input to on its draft policy regarding assistance for inundated and submerged roadways under the PA program amp appreciate FEMA working w us to address the unnecessary burdens,-0.4,"['dakotans', 'submit input', 'pa', 'program amp', 'fema', 'unnecessary burdens']",R,North Dakota
29,SenJohnHoeven,With amp we appreciate approving Gov s request for a disaster declaration in NorthDakota following severe summer weather,0.0,"['gov', 's request', 'disaster declaration', 'northdakota', 'severe summer weather']",R,North Dakota
30,SenatorFischer,The Abraham Accords is a significant achievement It shows the world that the nations of the Middle East can coexist and work together peacefully Read my column on this peace deal here,0.20833333333333334,"['abraham accords', 'significant achievement', 'read']",R,Nebraska
31,SenatorFischer,Bruce and I are grateful that we have both tested negative for COVID 19 Our prayers are with and everyone who is affected by this virus,-0.3,"['bruce', 'covid']",R,Nebraska
32,SenatorFischer,My prayers are with and Wishing you a speedy recovery,0.0,"['wishing', 'speedy recovery']",R,Nebraska
33,SenatorFischer,I m happy Ellen and Neil Dutenhoffer of Riverdale NE were honored at last night s Angels in Adoption event They have grown their family by providing a safe and loving home to seven children I love their story,0.48,"['ellen', 'neil dutenhoffer', 'riverdale', 'night s', 'adoption']",R,Nebraska
34,SenatorFischer,At my meeting with Judge Amy Coney Barrett she said her judicial philosophy is to stick to the text of the Constitution She follows the law where it leads no matter where it lands It s inspiring to have a strong and accomplished woman before the Senate,0.37777777777777777,"['amy coney barrett', 'judicial philosophy']",R,Nebraska
35,SenSasse,Judge Barrett is a brilliant legal thinker and will be an excellent Supreme Court Justice,0.7000000000000001,"['barrett', 'brilliant legal thinker', 'excellent supreme court justice']",R,Nebraska
36,SenSasse,Committees aren t working because too many senators are more interested in making soundbite filled speeches for TV cameras so they can send fundraising emails than they are in doing the Senate s work of tackling the nation s long term problems,0.31999999999999995,"['aren t', 'tv cameras', 'senate s work', 'nation s', 'long term problems']",R,Nebraska
37,SenSasse,Chairman Xi s super hot totally real Canadian girlfriend found the cure,0.26111111111111107,"['xi', 'real canadian girlfriend']",R,Nebraska
38,SenSasse,This tweet is simply drunk partisanship Gen Soleimani has killed hundreds and hundreds of Americans and was actively plotting more This commander in chief any C in C has an obligation to defend America by killing this bastard,-0.08333333333333331,"['drunk partisanship', 'gen soleimani', 'america']",R,Nebraska
39,SenSasse,,0.0,[],R,Nebraska
40,SenatorHassan,The election is Nov 3rd The Supreme Court hears the Trump administration s argument against the Affordable Care Act on Nov 10th It s very clear why and are trying to rush Amy Coney Barrett s confirmation through,0.06500000000000002,"['nov', 'supreme court hears', 'trump', 'administration s argument', 'care', 'nov', 'amy coney barrett', 's confirmation']",D,New Hampshire
41,SenatorHassan,The families of James Foley Steven Sotloff and all the Americans who have been brutally murdered by ISIS terrorists deserve justice and I m grateful that these charges are moving forward,-0.875,"['james foley steven sotloff', 'isis', 'terrorists deserve justice']",D,New Hampshire
42,SenatorHassan,The Fed Chairman warned we could face tragic economic consequences without sufficient additional COVID 19 relief Just hours later halted negotiations showing a blatant disregard for the needs of the American people I ll keep fighting for this necessary relief,-0.17500000000000002,"['fed', 'economic consequences', 'covid', 'blatant disregard', 'american people', 'necessary relief']",D,New Hampshire
43,SenatorHassan,I joined members of both parties in calling on the Trump administration to work with state and local governments to help ensure that all Americans receive necessary immunizations,0.0,"['trump', 'local governments', 'necessary immunizations']",D,New Hampshire
44,SenatorHassan,Reminder This year it s especially important to get your flu shot so that we can protect valuable resources needed to combat COVID 19,0.8,"['reminder', 'flu shot', 'valuable resources', 'covid']",D,New Hampshire
45,SenatorShaheen,The Special Immigrant Visa program upholds our promise to the brave Afghans who risk their lives to protect our troops amp diplomats carrying out the US mission I m calling on negotiators of the FY21 defense bill to increase the number of visas to protect our Afghan partners,0.5785714285714286,"['immigrant visa', 'program upholds', 'afghans', 'troops amp diplomats', 'us mission', 'fy21', 'defense bill', 'afghan']",D,New Hampshire
46,SenatorShaheen,This is why I continue to lead efforts in Congress w to pass bipartisan energy efficiency legislation that will savemoney amp createjobs while protecting our environment,0.0,"['congress', 'bipartisan energy efficiency legislation', 'savemoney amp createjobs']",D,New Hampshire
47,SenatorShaheen,Energy efficiency strengthens our economy by creating jobs saving businesses and consumers on energy costs and decreasing pollution By investing in this sector we help create a more sustainable future for NH EEDay2020,0.25,"['energy', 'efficiency strengthens', 'energy costs', 'sustainable future', 'nh eeday2020']",D,New Hampshire
48,SenatorShaheen,What s wrong with these headlines,-0.5,[],D,New Hampshire
49,SenatorShaheen,This is a giant step towards justice These terrorists have been in legal limbo for years but thankfully that ambiguity is now over The families of the Americans murdered by ISIS finally have their day in court on the horizon,0.06666666666666667,"['giant step', 'legal limbo', 'isis']",D,New Hampshire
50,SenBooker,The stakes have never been higher The future of the Supreme Court The future of the ACA amp protecting people with pre existing conditions The future of Roe amp guaranteeing that women can make their own medical decisions With WhatsAtStake must not be silent,0.12142857142857143,"['supreme court', 'aca', 'roe', 'own medical decisions', 'whatsatstake']",D,New Jersey
51,SenBooker,This chilling report confirms that the greatest domestic threat to our country are violent white supremacists and they re inspired by the rhetoric of Donald Trump must convene a hearing on its findings immediately,-0.06000000000000001,"['report confirms', 'domestic threat', 'violent white supremacists', 'donald trump']",D,New Jersey
52,SenBooker,Join me today for an important conversation on the future of the Supreme Court So much is on the line,0.20000000000000004,"['join', 'important conversation', 'supreme court']",D,New Jersey
53,SenBooker,We should be expanding voting rights not making it harder to vote in a pandemic So much is at stake right now including the right to vote,0.16785714285714284,[],D,New Jersey
54,SenBooker,There are senators on the Judiciary Committee who are sick with COVID 19 It s reckless amp dangerous to public health for GOP leadership to rush a hearing for their SCOTUS nominee They ve postponed voting amp other hearings in the Senate this hearing should not be an exception,-0.35982142857142857,"['judiciary', 'covid', 'reckless amp', 'public health', 'gop leadership', 'scotus']",D,New Jersey
55,SenatorMenendez,We can only beat coronavirus by working together Thanks to amp for your efforts to help stop the spread of COVID19 in our states with the new COVID Alert app Download it today,0.11212121212121212,"['thanks', 'covid19', 'covid alert', 'download']",D,New Jersey
56,SenatorMenendez,IMPORTANT Would you lose your health coverage or protections for pre existing conditions if the Senate confirms Trump s SCOTUS nominee and overturns the ACA Share your story with me,0.4,"['important', 'health coverage', 'senate confirms', 'trump', 'scotus', 'aca share']",D,New Jersey
57,SenatorMenendez,Nasrin Sotoudeh committed no crime other than defending human rights in Iran As COVID19 cases spike in Iranian jails and conditions worsen putting Nasrin at heightened risk Iran must immediately end her arbitrary detention FreeNasrin IWD20,-0.075,"['nasrin sotoudeh', 'human rights', 'iran', 'covid19', 'cases spike', 'iranian', 'conditions worsen', 'nasrin', 'iran', 'arbitrary detention', 'freenasrin iwd20']",D,New Jersey
58,SenatorMenendez,We must make WhatsAtStake in this SCOTUS fight crystal clear to the American people And in turn they must make clear to their Senators in every state that what they are doing is unforgivable,0.06666666666666668,"['whatsatstake', 'scotus', 'fight crystal', 'american people']",D,New Jersey
59,SenatorMenendez,That is why he is willing to ignore the plight of families suffering in this pandemic to advance a SCOTUS nominee whose views could not be more out of step with the American people,0.25,"['scotus', 'american people']",D,New Jersey
60,MartinHeinrich,Getting out in New Mexico s public lands has never been easier You can now purchase day passes to state parks online at which helps reduce person to person contact with park staff Remember to follow all public health guidelines when visiting our parks,0.04545454545454545,"['mexico', 'public lands', 'purchase day', 'state parks online', 'person contact', 'park staff', 'remember', 'public health guidelines']",D,New Mexico
61,MartinHeinrich,By focusing on a SCOTUS nominee instead of much needed COVID 19 relief President Trump and Majority Leader McConnell are showing their true colors the American people are not their priority,0.18333333333333335,"['scotus', 'covid', 'relief president', 'trump', 'majority', 'mcconnell', 'true colors', 'american people']",D,New Mexico
62,MartinHeinrich,Helping Americans survive a pandemic can wait until after the election but a lifetime appointment to the Supreme Court can t Wow,0.1,"['lifetime appointment', 'supreme court', 'wow']",D,New Mexico
63,MartinHeinrich,If SCOTUS rules against the ACA around 20 million Americans will lose health coverage Protections for preexisting conditions which include COVID 19 will disappear This is all while we are struggling with a massive public health crisis WhatsAtStake,0.0,"['scotus', 'aca', 'health coverage', 'protections', 'covid', 'massive public health crisis', 'whatsatstake']",D,New Mexico
64,MartinHeinrich,This dark money pro pollution group wants to keep New Mexico addicted to expensive dirty and dangerous sources of energy There s a reason they won t disclose their donors NewMexicoCanDoBetter climateaction cleanenergyjobs,-0.2733766233766234,"['dark money', 'pro pollution group', 'mexico', 'expensive dirty', 'dangerous sources', 't disclose', 'newmexicocandobetter', 'climateaction cleanenergyjobs']",D,New Mexico
65,SenatorTomUdall,30x30 is essential to our future Let s work together to ensure our nation commits to protecting 30 of our lands and waters by 2030,0.0,"['s work', 'nation commits']",D,New Mexico
66,SenatorTomUdall,Great news California is committing to our 30x30 plan This is another sign of the growing momentum behind this achievable goal to save nature I hope more states follow suit because this is what our nation s incredible outdoor spaces need to thrive,0.45,"['great news', 'california', 'achievable goal', 'nation s', 'incredible outdoor spaces need']",D,New Mexico
67,SenatorTomUdall,A watchdog report reveals that the president amp his closest advisors deliberately developed the inhumane family separation policy to target infants toddlers amp children The officials who orchestrated this immoral policy must be held accountable My statement,-0.4,"['watchdog report reveals', 'president amp', 'inhumane family separation policy', 'target infants toddlers amp children', 'immoral policy']",D,New Mexico
68,SenatorTomUdall,The ACA has helped close the gaps in the health care system for underserved Americans We must keep fighting to health outcomes for low income rural and minority communities not allow SCOTUS to rip down the ACA WhatsAtStake,-0.051851851851851864,"['aca', 'health care system', 'health outcomes', 'low income', 'minority communities', 'scotus', 'aca whatsatstake']",D,New Mexico
69,SenatorTomUdall, WATCH joins NM s for our StayIn4Climate to discuss the climate crisis wildfires a,0.0,"['watch', 'nm', 'stayin4climate', 'climate crisis wildfires']",D,New Mexico
70,SenCortezMasto,Nevada lost a giant today Judge Lloyd D George served our state for 36 years on the U S District Court He was a fair minded and respected jurist that dedicated his life to the law Paul amp I join Nevadans in mourning this wonderful man and send our condolences to his family,0.5666666666666667,"['nevada', 'lloyd d george', 's district court', 'paul', 'nevadans', 'wonderful man']",D,Nevada
71,SenCortezMasto,amp I sent a letter to Director Kraninger expressing our concern over the Bureau s failure to obtain restitution for consumers who were targeted by a few mortgage lenders deceptive advertising on VA mortgages Read more,-0.005555555555555573,"['kraninger', 'bureau s failure', 'mortgage lenders deceptive', 'va', 'read']",D,Nevada
72,SenCortezMasto, Happy TravelTuesday Did you happen to see that we were listed as one of the Best Small Airports in the U S Pretty co,0.45,"['traveltuesday', 'best small airports', 'pretty co']",D,Nevada
73,SenCortezMasto,Over 78K Nevadans have survived COVID19 meaning that 78K Nevadans now have a preexisting condition that s protected by the ACA Make no mistake Amy Coney Barrett wld eliminate those protections as a SCOTUS Justice when SCOTUS takes up a case that cld overturn the ACA in Nov,0.0,"['nevadans', 'covid19', 'nevadans', 'aca', 'amy coney barrett', 'scotus', 'scotus', 'cld overturn', 'aca', 'nov']",D,Nevada
74,SenCortezMasto,The next SCOTUS justice will be the deciding vote on whether to rip away health care from 400 000 Nevadans including 158 000 children who have received health coverage under the ACA The stakes are high We can t allow Sen McConnell amp the president to jam through this nominee,0.08,"['scotus', 'health care', 'nevadans', 'health coverage', 'aca', 'sen mcconnell']",D,Nevada
75,SenJackyRosen,Saddened to hear about the passing of Judge Lloyd D George He was an incredible public servant throughout his decades on the US District Court for Nevada My thoughts are with his family and friends during this difficult time,0.13333333333333333,"['saddened', 'lloyd d george', 'incredible public servant', 'us district court', 'nevada', 'difficult time']",D,Nevada
76,SenJackyRosen,First up is Assemblywoman Teresa Benitez Thompson the Majority Leader of the Nevada Assembly Leader Benitez Thompson built a career as a social worker and now she s on the front lines of enacting progressive change in our State Legislature,0.14166666666666666,"['assemblywoman teresa benitez thompson', 'majority', 'nevada', 'assembly leader', 'benitez thompson', 'social worker', 'front lines', 'state legislature']",D,Nevada
77,SenJackyRosen,As we continue to commemorate HispanicHeritageMonth my office will be highlighting some of the Hispanic Nevadans who make up the diverse fabric of our state and contribute to the success of our communities,0.3,"['hispanicheritagemonth', 'hispanic nevadans', 'diverse fabric']",D,Nevada
78,SenJackyRosen,What an incredible season for the I m already looking forward to next year,0.45,['incredible season'],D,Nevada
79,SenJackyRosen,We need a bipartisan COVID19 package to get desperately needed relief to frontline workers small businesses and hardworking families It s unacceptable for the President to walk away from the negotiating table Millions of Americans and Nevadans are counting on us,-0.425,"['covid19', 'frontline workers', 'small businesses', 'millions', 'nevadans']",D,Nevada
80,gillibrandny,For months public health officials have warned that the changing seasons could put more Americans at risk for the seasonal flu and COVID 19 and I want to ensure that we re proactive in ensuring all Americans receive this year s flu vaccine,0.25,"['public health officials', 'seasonal flu', 'covid', 're proactive', 'year s flu vaccine']",D,New York
81,gillibrandny,As we celebrate HispanicHeritageMonth we honor all of the contributions of our Latino community in New York and across the country,0.13636363636363635,"['hispanicheritagemonth', 'latino', 'york']",D,New York
82,gillibrandny,I m proud to partner with and in reminding all New Yorkers to complete the census Time is running out and it only takes a few minutes Make sure to complete yours at,0.2051948051948052,"['yorkers', 'census time', 'complete yours']",D,New York
83,gillibrandny,New Yorkers The deadline to fill out the census is almost here Today and I want to make sure you take a moment to fill it out It takes less than ten minutes and it will change the next ten years We re counting on you,0.07828282828282829,['yorkers'],D,New York
84,gillibrandny,Wishing an easy and meaningful fast to all who are observing Yom Kippur in New York across the country and around the world,0.3174242424242424,"['wishing', 'yom kippur', 'york']",D,New York
85,SenSchumer,It is long past time to bring the Justice in Policing Act to the Senate floor It passed the House more than three months ago,0.06666666666666667,"['long past time', 'policing', 'senate floor']",D,New York
86,SenSchumer, A vote by any Senator for Judge Amy Coney Barrett is a vote to eliminate health care for millions in the middle the COVID p,0.0,"['amy coney barrett', 'health care', 'covid']",D,New York
87,SenSchumer, We re in the middle of a pandemic But President Trump and Senate Republicans are trying to ram through this illegitimate,0.0,['trump'],D,New York
88,SenSchumer,These documents reveal that President Trump was an abject failure in business and a serial tax cheat And who does President Trump owe hundreds of millions of dollars to The American people have to know who President Trump is so deeply indebted to,-0.10555555555555557,"['trump', 'abject failure', 'serial tax cheat', 'trump', 'american people', 'trump']",D,New York
89,SenSchumer,Donald Trump tried to deny climate change had an effect on the wildfires He tried to claim our planet will just start getting cooler Donald Trump Too many lies for too long,0.225,"['donald trump', 'donald trump too']",D,New York
90,SenSherrodBrown, Racial disparities Accelerating inequalities And worst of all President Trump s and Mitch McConnell s unwillingness,-1.0,"['racial', 'accelerating', 'trump', 'mitch mcconnell', 's unwillingness']",D,Ohio
91,SenSherrodBrown,Without the ACA contracting COVID 19 could become a preexisting condition that bars you from getting health coverage Taking health care away from COVID 19 survivors is cruel and absurd but could be a reality if Trump s Supreme Court nominee is confirmed WhatsAtStake,-0.3666666666666667,"['aca', 'covid', 'health coverage', 'health care', 'covid', 'trump', 'supreme court nominee', 'whatsatstake']",D,Ohio
92,SenSherrodBrown,OHIOANS Early Voting begins today until Nov 2nd Need info about how to vote SPREAD THIS PSA Your vote counts make sure your voice is heard this November,0.19999999999999998,"['ohioans early voting', 'nov', 'need', 'spread this psa your', 'vote counts', 'november']",D,Ohio
93,SenSherrodBrown, In less than 4 years the current admin has managed to undermine half a century of progress in ensuring fair housing T,0.09166666666666666,['current admin'],D,Ohio
94,SenSherrodBrown,Let s be clear about what the president s failure means No more stimulus checks No help to pay the rent and bills No support for our schools All so he can rush through his illegitimate Supreme Court nomination,-0.15555555555555556,"['president s failure', 'stimulus checks', 'supreme court nomination']",D,Ohio
95,senrobportman,It s time to set politics aside amp get to work we can restart PPP to help smallbiz continue UI benefits increase testing support our schools amp help state and local govts all for less than 2 4T,-0.08333333333333333,"['s time', 'ppp', 'ui', 'benefits increase', 'schools amp', 'local govts']",R,Ohio
96,senrobportman,It was a pleasure to join the for a virtual event about an issue I care deeply about reducing recidivism Together we are working to ensure those re entering society have the help and support they need to get back on their feet amp reach their God given potential,0.0,"['virtual event', 'together', 'feet amp', 'god']",R,Ohio
97,senrobportman,President nominated an impressive lawyer judge and person to be the next Associate Justice on the Supreme Court I look forward to meeting with Judge Amy Coney Barrett soon,0.5,"['impressive lawyer judge', 'associate', 'supreme court', 'amy coney barrett']",R,Ohio
98,senrobportman,Congrats to the Navy ROTC for being recognized with a DoD ROTC and Educational Institution Partnership Excellence Award thank you for training our future leaders,0.125,"['congrats', 'rotc', 'dod rotc', 'educational institution partnership excellence', 'future leaders']",R,Ohio
99,senrobportman,In the meantime we must replenish the Disaster Relief Fund now to ensure those who ve lost their jobs thru no fault of their own get the relief they need amp to respond to natural disasters I hope my colleagues will support the simple legislation to do just that,0.2333333333333333,"['disaster relief', 'natural disasters', 'simple legislation']",R,Ohio
100,JimInhofe,We still have work to do but it s great to see the economy and consumers gaining confidence September brings an added 661 000 jobs Leisure hospitality added 318 000 jobs Retail added 142 000 jobs Manufacturing added 66 000 jobs Unemployment rate fell to 7 9,0.8,"['september', 'leisure', 'manufacturing', 'unemployment']",R,Oklahoma
101,JimInhofe,Sound functional amp modern infrastructure spurs local economic growth and job creation and at my urging the Administration is prioritizing investment in Oklahoma I m proud to work with as we continue to bring concrete wins to communities across the state,0.2928571428571428,"['sound', 'functional amp', 'modern infrastructure spurs', 'local economic growth', 'job creation', 'oklahoma']",R,Oklahoma
102,JimInhofe,From EDA funding infrastructure improvements in Altus and supporting renovations at the Woodward Industrial Airpark to supporting upgrades to the Route 66 Bridgeport Bridge and funding the Kiamichi Tri State Freight Rail Improvement Project Oklahomans benefit,0.25,"['eda', 'infrastructure improvements', 'altus', 'woodward', 'airpark', 'bridgeport bridge', 'kiamichi tri', 'freight rail improvement project oklahomans']",R,Oklahoma
103,JimInhofe,officially kicked off its two week virtual race on Sunday I m very proud to see my fellow Oklahomans running throughout the state and encouraged to hear runners are participating in all 50 states and five different countries RUNtoREMEMBER,0.5,"['week virtual race', 'oklahomans', 'different countries', 'runtoremember']",R,Oklahoma
104,JimInhofe,s nominee Judge Amy Coney Barrett is an excellent choice She is a well qualified constitutionalist with a long record of upholding the right to life I m proud to support her and look forward to her swift confirmation in the Senate,0.5089285714285714,"['s nominee judge', 'amy coney barrett', 'excellent choice', 'long record', 'swift confirmation']",R,Oklahoma
105,SenatorLankford,and I penned a letter to for more details on Turkey s use of the S 400 system amp to urge the State Department to sanction Turkey for this behavior,0.5,"['system amp', 'state department']",R,Oklahoma
106,SenatorLankford,Reports of Turkey activating the radars of its Russian S 400 anti aircraft system is alarming which is why sanctions for their initial purchase need to be implemented President Erdogan continues to be emboldened by our delays on these sanctions and the supply chain transition,-0.03333333333333333,"['russian s', 'aircraft system', 'initial purchase need', 'erdogan', 'supply chain transition']",R,Oklahoma
107,SenatorLankford,As we get closer to Election Day be mindful of the information you consume online Our adversaries target Americans through misinformation and discourse Don t fall for it Let s be smart check our sources and remember just because it s on the internet doesn t mean it s true,0.08392857142857142,"['election day', 'consume online', 'adversaries target', 'don', 't fall', 'smart check', 'internet doesn t']",R,Oklahoma
108,SenatorLankford, Senators and tell that Turkey s recent reported activation of the S 400,0.0,[],R,Oklahoma
109,SenatorLankford, In America we can t discriminate based on religion We can t refuse to hire someone because of their religion Yet som,0.0,"['america', 't refuse']",R,Oklahoma
110,SenJeffMerkley,Since the ACA passed Trump amp GOP have never proposed a plan to protect preexisting conditions expand access or lower costs for Americans who actually need medical care Now they re ramming through an avowed ACA opponent to the Supreme Court It s a war on your health care,0.0,"['aca', 'trump', 'amp gop', 'medical care', 'aca', 'supreme court', 'health care']",D,Oregon
111,SenJeffMerkley,My bill would ensure workers still have access to affordable care if they lose their jobs in this crisis We need simple seamless health care for everyone and the least we can do until we get there is stop people from losing the care they already have,-0.06666666666666667,"['ensure workers', 'affordable care', 'simple seamless health care']",D,Oregon
112,SenJeffMerkley,Even before the wildfires many Oregon communities were struggling to get by As we invest in our recovery we must ensure that Black Latinx and Indigenous communities are not yet again left behind When we move forward we must do it together,-0.016666666666666663,"['oregon', 'black latinx', 'indigenous']",D,Oregon
113,SenJeffMerkley,I ve been fighting for a utility moratorium to keep working families from being crushed by these bills McConnell has held our Senate captive and kept the American people from getting the relief they need We can t allow this to go on any longer,0.03333333333333333,"['utility moratorium', 'mcconnell', 'senate captive', 'american people']",D,Oregon
114,SenJeffMerkley,This is what a leadership failure looks like,-0.3166666666666667,['leadership failure'],D,Oregon
115,RonWyden,WELCOME PABU,0.8,['welcome pabu'],D,Oregon
116,RonWyden,The Art of the Deal,0.0,"['art', 'deal']",D,Oregon
117,RonWyden,This is the result of decades of Republican policies and conservative court rulings to suppress voters Congress must pass my POLL Act to hold states accountable for long voting lines and ensure voters can cast their ballots quickly,0.14166666666666666,"['republican', 'conservative court rulings', 'suppress voters', 'congress', 'poll', 'ensure voters']",D,Oregon
118,RonWyden,As a passionate and powerful advocate for renewable energy Jim Weaver was the quintessential Oregon leading the way in Congress for smart policy He will be hugely missed,0.21607142857142858,"['powerful advocate', 'renewable energy', 'jim weaver', 'oregon', 'congress', 'smart policy']",D,Oregon
119,RonWyden, if all you know about Section230 is that trump wants it repealed that should be reason enough to suggest we shouldn t d,0.1,"['section230', 'shouldn t d']",D,Oregon
120,SenBobCasey,Today I wrote to President Trump in support of s request for a Major Disaster Declaration to assist the Commonwealth It is my hope the President will act swiftly so that Pennsylvanians can receive the assistance they need,0.0625,"['trump', 's request', 'disaster declaration', 'commonwealth', 'pennsylvanians']",D,Pennsylvania
