25,SenJohnHoeven,I don t believe we need additional witnesses because we have the transcript of the call between President Trump and President Zelensky President Zelensky said he did not feel he was being pressured and the military aid was provided without Ukraine conducting any investigations,-0.1,"['don t', 'additional witnesses', 'trump', 'zelensky', 'zelensky', 'military aid', 'ukraine']"
26,SenJohnHoeven,Over the past two weeks both the House managers and the White House counsel have been given time to make their arguments We already have the testimony and documents from many witnesses as part of the House proceedings,0.08333333333333333,"['house managers', 'white house counsel', 'house proceedings']"
27,SenJohnHoeven, Passage of Hoeven led legislation via defense bill gives vital boost to UND s Air Traffic Management program https,0.1,"['hoeven', 'defense bill', 'und', 's air traffic', 'management', 'program https']"
28,SenJohnHoeven,USMCA was signed at the today delivering real results for America amp providing better access to our two biggest trading partners for NDag amp NDenergy,0.35,"['usmca', 'america', 'ndag', 'ndenergy']"
29,SenJohnHoeven,On w from the this morning before joining the president for the signing of USMCA This agreement is a win for NDag especially for our wheat producers amp these are the kind of things we need to be working on to benefit NorthDakota amp our nation,0.4666666666666666,"['usmca', 'ndag', 'wheat producers amp', 'northdakota']"
30,SenatorFischer,There s nothing bigoted about standing up for the Heartland of America Our men and women feed and fuel the world serve this country in uniform and possess an extraordinary sense of character and generosity No one should ever apologize for defending our people and way of life,0.3333333333333333,"['heartland', 'america', 'women feed', 'extraordinary sense']"
31,SenatorFischer,Conducting an impeachment investigation is the responsibility of the House not the Senate House managers have presented 192 video clips with testimony from 13 witnesses and submitted more than 28 000 pages of documents It s time to assess that evidence amp vote on the articles,0.5,"['conducting', 'impeachment investigation', 'senate house managers', 'video clips', 's time', 'evidence amp vote']"
32,SenatorFischer,Such a touching story coming out of Nebraska I love seeing the students compassion for their teacher LoveNE,0.3333333333333333,"['nebraska', 'students compassion', 'lovene']"
33,SenatorFischer,Our firefighters and emergency medical personnel are heroes but tragically many suffer silently from mental health challenges Proud to join in a bipartisan effort to expand access to mental health resources and help prevent suicides,0.18333333333333335,"['medical personnel', 'mental health', 'proud', 'bipartisan effort', 'mental health resources']"
34,SenatorFischer,The USMCA is Signed Sealed and Delivered Thank you to all the Nebraska farmers and ranchers for their support as we worked to get this modern bipartisan trade agreement done It is going to benefit so many families across the Good Life,0.4666666666666666,"['usmca', 'signed sealed', 'delivered thank', 'nebraska', 'modern bipartisan trade agreement', 'good life']"
35,SenSasse,This tweet is simply drunk partisanship Gen Soleimani has killed hundreds and hundreds of Americans and was actively plotting more This commander in chief any C in C has an obligation to defend America by killing this bastard,-0.08333333333333331,"['drunk partisanship', 'gen soleimani', 'america']"
36,SenSasse,,0.0,[]
37,SenSasse,you re parroting communist propaganda China is running torture camps and you know it GoogleUyghurs,-0.1,"['communist propaganda', 'china', 'torture camps', 'googleuyghurs']"
38,SenSasse, Sen Ben Sasse issued a fresh statement Thursday urging Trump to reconsider President Trump his Syria policy citing past Kurd,0.024999999999999994,"['sen ben sasse', 'fresh statement', 'trump', 'trump', 'syria', 'kurd']"
39,SenSasse,Congratulations to the University of Nebraska on being the first school in the nation with home stadiums in both the Big Ten and the Pac 12,0.08333333333333333,"['congratulations', 'nebraska', 'ten', 'pac']"
40,SenatorHassan,While I have no allegiance to San Francisco or Kansas City I know who I m rooting for in PuppyBowlXVI Nashua s own Lilah the 7 month old Golden Retriever Labrador mix,0.3333333333333333,"['san francisco', 'kansas', 'puppybowlxvi nashua', 'lilah', 'retriever labrador']"
41,SenatorHassan,Does it really count as Super Bowl Sunday without the,0.26666666666666666,['does']
42,SenatorHassan,That s it That s the tweet,0.0,[]
43,SenatorHassan,Interested in learning more about Harriet E Wilson Check out this article from,0.375,['harriet e wilson']
44,SenatorHassan,It s BlackHistoryMonth and I m celebrating the life and legacy of NH s Harriet E Wilson one of the 1st black authors to publish a novel in the United States Today her statue stands in her birthplace of Milford,-0.16666666666666666,"['blackhistorymonth', 'nh', 'harriet e wilson', 'black authors', 'statue stands', 'milford']"
45,SenatorShaheen,If you suspect your child has been impacted by PFAS exposure I encourage you to attend this information session and help spread the word Participation in the study is key to its success and will help provide the answers NH communities need,0.15,"['pfas', 'information session', 'participation', 'nh', 'communities need']"
46,SenatorShaheen,Next Tuesday February 4 the Agency for Toxic Substances and Disease Registry will hold a community meeting on child participation in the Pease PFAS Health Study This is a chance to have an expert answer any questions you may have on your child s participation in the study,0.0,"['february', 'toxic substances', 'disease registry', 'community meeting', 'child participation', 'pease pfas', 'child s participation']"
47,SenatorShaheen, This morning the federal Centers for Medicare and Medicaid Services announced plans to encourage states to shift Medicai,0.0,"['centers', 'medicare', 'medicaid', 'medicai']"
48,SenatorShaheen,My statement after the Senate vote to allow witnesses in the Senate impeachment trial failed to garner enough votes,-0.25,"['senate vote', 'senate impeachment trial']"
49,SenatorShaheen,Please share if you or your family have been impacted by PFAS exposure at Pease consider participating in the Pease Health Study The study is vital to getting answers families need For info call 603 846 6192 or email PeaseStudy gov,0.1,"['please', 'pfas', 'pease', 'pease', 'answers families need', 'peasestudy']"
50,SenBooker,It s a dark day when the Senate closes its door to the truth Our Founders carefully crafted a government with three co equal branches We ve just created a dangerous precedent that undermines that framework and weakens this institution,-0.2125,"['dark day', 'senate closes', 'founders', 'equal branches', 'dangerous precedent']"
51,SenBooker, There are folks who work in the Capitol that might not be famous but they make this place work police stenographers el,0.5,['place work police stenographers el']
52,SenBooker,A trial without witnesses is a disgrace to the very ideals upon which this nation was founded,0.2,[]
53,SenBooker,The Senate may have closed its eyes to the truth but history will remember Republicans just voted not to allow a single witness in this impeachment trial The world s greatest deliberative body has abdicated its responsibility to the Constitution,0.27619047619047615,"['impeachment trial', 'world s', 'deliberative body']"
54,SenBooker,History will not forget this President s decision to withhold foreign aid for personal political gain Our Defense and Foreign Policy Advisor broke down why Trump s decision was a serious impeachable offense,-0.12314814814814816,"['history', 'president s decision', 'foreign aid', 'personal political gain', 'policy advisor', 'trump', 's decision', 'serious impeachable offense']"
55,SenatorMenendez, The outcome of today s vote should shake all of us to the core for Republicans in the Senate have abdicated our const,0.0,['s vote']
56,SenatorMenendez, Senate vote against witnesses in impeachment trial a coronation of says,0.0,"['senate vote', 'impeachment trial']"
57,SenatorMenendez, UnitedStates ranking member of SFRC blasts Trump s pro landmine policy the reality is these devices often,0.0,"['unitedstates', 'sfrc', 'trump', 'pro landmine policy']"
58,SenatorMenendez,Our Master of Ceremonies at my ninth annual Standing on the Shoulders of Giants BlackHistoryMonth Celebration will be Camden County Freeholder Jonathan L Young Sr RSVP here,0.1,"['ceremonies', 'standing', 'shoulders', 'blackhistorymonth', 'camden', 'county freeholder', 'jonathan', 'sr rsvp']"
59,SenatorMenendez, The Senate may have closed its eyes to the truth but history will remember Republicans just voted not to allow a single,-0.08571428571428572,[]
60,MartinHeinrich,We have an obligation to the Constitution amp to the American people to get to the truth You cannot have a fair trial without witnesses you cannot have a legitimate acquittal without a fair trial History will judge harshly Senate Republicans for participating in this cover up,0.3,"['constitution amp', 'american people', 'fair trial', 'legitimate acquittal', 'fair trial', 'history']"
61,MartinHeinrich,At least Cipollone is in the building Would expedite the subpoena process,-0.3,"['cipollone', 'subpoena process']"
62,MartinHeinrich, Sin testigos ni documentos esto no es un juicio justo es un encubrimiento En los Estados Unidos nadie est por encima,0.0,"['sin', 'testigos ni documentos esto', 'es un juicio justo es un encubrimiento', 'en', 'estados unidos', 'nadie est por encima']"
63,MartinHeinrich,Yesterday the CDC confirmed the first U S case of coronavirus spread from person to person contact As anticipates more U S cases it s important to get the facts about what has now declared a public health emergency,0.30999999999999994,"['yesterday', 'cdc', 's case', 'person contact', 's cases', 'public health emergency']"
64,MartinHeinrich,You can t have a fair trial without witnesses and you can t have a legitimate acquittal without a fair trial,0.7,"['fair trial', 'legitimate acquittal', 'fair trial']"
65,SenatorTomUdall,Great news Big events like this making the move to BreakFreeFromPlastic is a game changer We all need to come together with replacements for single use plastics I m introducing a bill with this month to stop the plastic pollution crisis,0.08214285714285716,"['great news', 'big events', 'breakfreefromplastic', 'game changer', 'plastic pollution crisis']"
66,SenatorTomUdall,Today marks the start of BlackHistoryMonth This month and every month let us celebrate the countless and too often untold contributions of black Americans to our nation Let us join together in the fight for justice amp equality so that we may truly live up to our ideals,-0.010101010101010102,"['blackhistorymonth', 'untold contributions', 'justice amp equality']"
67,SenatorTomUdall,What s a trial without witnesses amp documents A sham It s a sad day when senators are helping orchestrate a cover up on behalf of a president And that s what the majority of did today when they voted against bringing witnesses amp documents into the impeachment trial,-0.35,"['witnesses amp documents', 'sad day', 'witnesses amp documents', 'impeachment trial']"
68,SenatorTomUdall, Under Stewart Udall s leadership 50 years ago he would have been 100 today the U S experienced a phase of progress,0.8,"['stewart udall', 's leadership']"
69,SenatorTomUdall,On my dad Stewart Udall s 100th birthday we must heed his warnings about the quiet crises facing the earth We must write an aggressive playbook to confront the climate amp nature crises to save our planet and way of life My op ed in,0.0,"['stewart udall', 's 100th birthday', 'quiet crises', 'aggressive playbook', 'climate amp nature crises']"
70,SenCortezMasto, 2019 was warmer than every year but one in the last century and a half NASA said today on why the announcemen,-0.08333333333333333,['nasa']
71,SenCortezMasto,African Americans have made untold contributions to our state amp country From Nelson Stoutmeyer who in 1872 fought to allow his son to attend school in Carson City to Alice Key deputy labor commissioner in NV the Silver State s black community has pushed for fairness amp equality,-0.05555555555555555,"['african', 'untold contributions', 'state amp country', 'nelson stoutmeyer', 'carson', 'alice key', 'deputy labor commissioner', 'nv', 'silver', 'state s', 'black community', 'fairness amp equality']"
72,SenCortezMasto,BlackHistoryMonth memorializes centuries of accomplishments by African Americans in business politics education science and the arts I m proud to celebrate the many achievements of African descendant Nevadans and Americans across the country,0.325,"['blackhistorymonth', 'memorializes centuries', 'business politics education science', 'african descendant', 'nevadans']"
73,SenCortezMasto, National Endowment for the Arts provided a grant to support the National Cowboy Poetry Gathering in Elko,0.0,"['endowment', 'cowboy poetry gathering', 'elko']"
74,SenCortezMasto,Nevadans deserved the full truth and our country is worse off because of the actions of the Majority Leader tonight,-0.025000000000000022,"['nevadans', 'full truth', 'majority']"
75,SenJackyRosen,Misael Zavala has been missing from Las Vegas for a year and the search continues For more information and to report anything you know please click below,0.15,"['misael zavala', 'las vegas']"
76,SenJackyRosen,This year s Census is incredibly important It will impact important resources funding amp legislative representation It is critical that all Nevadans participate,0.26666666666666666,"['year s', 'census', 'important resources', 'legislative representation', 'nevadans']"
77,SenJackyRosen,When he was ambushed during the Vietnam War Gil Hernandez was critically wounded amp pronounced dead 3 times He s a true hero Purple Heart recipient amp has dedicated his life to improving veterans lives I m honored he s my State of the Union guest,0.04999999999999999,"['vietnam', 'gil hernandez', 'true hero', 'purple heart', 'recipient amp', 'union guest']"
78,SenJackyRosen,During BlackHistoryMonth we celebrate the many contributions of African Americans to our communities and history as well as the tremendous sacrifices made in the fight for equality We honor their legacy by continuing the fight against injustice,0.27777777777777773,"['blackhistorymonth', 'tremendous sacrifices']"
79,SenJackyRosen,Some good news to brighten your day this prison program in Nevada is working to rehabilitate abused dogs and help incarcerated individuals by training dogs to be emotional support animals for veterans and first responders,0.31666666666666665,"['good news', 'prison program', 'nevada', 'training dogs', 'emotional support animals']"
80,gillibrandny,My statement on the Republican vote to block witnesses and relevant documents in the impeachment trial of President Trump,0.4,"['republican', 'relevant documents', 'impeachment trial', 'trump']"
81,gillibrandny,With and JoeManchin I asked Have you ever been involved in any trial civil criminal or other in which you were unable to call witnesses or submit relevant evidence The president s legal counsel obfuscated but the obvious answer was no,-0.07083333333333332,"['joemanchin', 'have', 'civil criminal', 'submit relevant evidence', 'president s', 'legal counsel']"
82,gillibrandny,The Trump administration just announced a horrible plan to gut Medicaid their latest attempt to restrict access to affordable health care People across the country have spoken loud and clear they like Medicaid and don t want to see it cut We must fight back,-0.06,"['trump', 'horrible plan', 'medicaid', 'affordable health care people', 'medicaid', 'don t']"
83,gillibrandny,I asked the House Managers of this impeachment trial How did President Trump s freeze on aid to the Ukraine differ from previous holds on foreign assistance The answer was clear He froze the aid to help himself not our country,-0.06388888888888887,"['managers', 'impeachment trial', 'trump', 'ukraine', 'foreign assistance']"
84,gillibrandny,The Senate and the American people deserve to hear from ALL relevant witnesses and see all of the relevant evidence at President Trump s trial Anything less is a cover up,0.15833333333333335,"['american people deserve', 'all', 'relevant witnesses', 'relevant evidence', 'trump', 's trial', 'anything']"
85,SenSchumer,Senate Republicans keep voting for a sham trial without witnesses or documents Make no mistake The full truth will eventually come out and Senate Republicans will have to answer for their cover up,0.07499999999999998,"['sham trial', 'full truth']"
86,SenSchumer,The drip drip drip of potentially damning evidence continues Every single Republican Senator voted to endorse the White House cover up of witnesses and documents Make no mistake The full truth will eventually come out amp Republicans will have to answer for their cover up,0.06964285714285715,"['drip drip drip', 'republican', 'white house cover', 'full truth']"
87,SenSchumer,Albany s Sergeant Henry Johnson was awarded the Medal of Honor in 2015 A member of a WWI all black infantry group he singlehandedly repelled a group of German soldiers to save a fellow soldier from capture BlackHistoryMonth,-0.08333333333333333,"['albany', 'sergeant henry johnson', 'medal', 'wwi', 'black infantry group', 'german soldiers', 'fellow soldier', 'blackhistorymonth']"
88,SenSchumer,Today marks the beginning of our celebration of BlackHistoryMonth Today this month and every month we celebrate the diversity of our country and our history and the achievements and the strength of Black Americans in New York and across America,-0.015151515151515152,"['blackhistorymonth', 'black', 'york', 'america']"
89,SenSchumer,Ambassador Marie Yovanovitch has served our country for over three decades She believes in America and she s willing to fight for it America owes Ambassador Yovanovitch diplomats and public servants like her a great deal of thanks,0.3125,"['marie yovanovitch', 'america', 'america', 'owes ambassador', 'yovanovitch', 'public servants']"
90,SenSherrodBrown,Her work is part of the American canon Last year we honored her life and legacy in the Senate,0.0,['american canon']
91,SenSherrodBrown,Toni Morrison of Lorain Ohio understood the power of language She wrote about the Black experience in America and challenged all readers to look at our society through a new lens one that had seldom been peered through outside of the black community,-0.04924242424242424,"['toni morrison', 'lorain ohio', 'black', 'america', 'new lens', 'black community']"
92,SenSherrodBrown,We hear often of iconic American heroes changing the course of history But when history is only told through a white lens we miss so many stories This year during BlackHistoryMonth I ll be highlighting stories of Ohio heroes because Black History is American History,0.11904761904761905,"['american heroes', 'white lens', 'blackhistorymonth', 'ohio', 'black history', 'history']"
93,SenSherrodBrown,51 U S Senators just voted to block witnesses my reaction,0.0,[]
94,SenSherrodBrown,Couldn t have said it better myself Tina,0.5,"['couldn', 'tina']"
95,senrobportman,China secretly paid a Harvard professor up to 50k a month in salary 1 5 million to run a shadow research lab in China amp recruit others for his team This illustrates how far China will go to acquire top notch U S research I m working on legislation to address this issue,0.06666666666666665,"['china', 'harvard', 'shadow research lab', 'china', 'china', 'top notch', 's research']"
96,senrobportman,With the ChinaTradeDeal and USMCA we have secured two major trade victories for the American people in just a few weeks And we are not finished yet There is another trade opportunity on the horizon this time with the U K,-0.04583333333333334,"['chinatradedeal', 'usmca', 'major trade victories', 'american people', 'trade opportunity', 'u k']"
97,senrobportman,No one should ever feel unsafe in their place of worship That s why I m glad President signed into law this week my legislation to authorize security resources for nonprofits amp faith based organizations for the next five years,0.25,"['glad president', 'security resources', 'nonprofits amp faith']"
98,senrobportman,This was a historic week as signed USMCA into law This new agreement will strengthen our economic relationship with Canada and Mexico Ohio s two largest trading partners jobs,0.11212121212121212,"['historic week', 'usmca', 'new agreement', 'economic relationship', 'canada', 'mexico ohio', 'partners jobs']"
99,senrobportman,We all have a responsibility to preserve amp protect our Great Lakes That s why we must fully fund the GreatLakes Restoration Initiative a successful public private partnership working to safeguard the Great Lakes for generations to come,0.47000000000000003,"['lakes', 'greatlakes restoration initiative', 'successful public', 'private partnership', 'lakes']"
100,JimInhofe,Despite Democrat efforts to distract citizens and stain his presidency with a partisan and unprecedented impeachment process is working hard to better our economy military and judicial system The American people know it,0.14166666666666666,"['democrat', 'distract citizens', 'unprecedented impeachment process', 'judicial system', 'american people']"
101,JimInhofe,After over 50 hours of testimony questions and debate I voted today to move to the next phase of the impeachment process My full statement,0.175,"['testimony questions', 'impeachment process', 'full statement']"
102,JimInhofe,Good to spend time with these engaged student leaders from this week We had a great conversation on the sham impeachment and our country s success under,0.4,"['student leaders', 'great conversation', 'sham impeachment', 'country s success']"
103,JimInhofe,It s Day 10 of the impeachment trial and we are nearing the end It s time to acquit of both counts against him Hopefully my next update will be after the final vote and the Senate amp POTUS can get back to work for the American people What you can expect,0.0,"['s day', 'impeachment trial', 's time', 'final vote', 'senate amp', 'potus', 'american people']"
104,JimInhofe,Even if additional witnesses are called do you ever envision the House Managers agreeing there has been a fair Senate trial if it ends in the President s acquittal You probably already know the answer to the question and I asked tonight,0.7,"['additional witnesses', 'managers', 'fair senate trial', 'president s acquittal']"
105,SenatorLankford,report states what I ve been addressing for years our nation s debt After tax reform of 2017 received the largest tax revenue in US history but spending continues to skyrocket Overspending isn t something we can say we ll address someday Someday is here,0.0,"['report states', 'nation s debt', 'tax reform', 'tax revenue', 'us history', 'overspending', 'isn t', 'll address someday', 'someday']"
106,SenatorLankford,,0.0,[]
107,SenatorLankford,Today we finally see the much needed modernized USMCA trade deal signed by This is a win for the American worker the ag community manufacturers and our state,0.25,"['usmca', 'american worker', 'ag community manufacturers']"
108,SenatorLankford,Joining now to chat about the latest on impeachment,0.5,['joining']
109,SenatorLankford,This is an opportunity for peace that we have not seen in decades Both Israelis and Palestinians have been presented with a reasonable proposal as a starting point for negotiations I hope both parties will embrace this historic opportunity to peacefully settle their differences,0.1125,"['israelis', 'palestinians', 'reasonable proposal', 'historic opportunity']"
110,SenJeffMerkley,The cover up will not hold forever s Friday vote to block evidence in the impeachment trial is not going to age well,0.0,['impeachment trial']
111,SenJeffMerkley,I think the vast majority of believe did it but they felt they couldn t let the truth come to light Hear about what comes next in this behind the scenes video of my interview with,0.0,"['vast majority', 'couldn t', 'hear', 'scenes video']"
112,SenJeffMerkley,At no point in this trial will the Senate have sat down as a deliberative body and actually discussed the information being presented Something any other jury would do Just another action by Mitch McConnell that undermines what once was a great institution,0.1238888888888889,"['deliberative body', 'mitch mcconnell', 'great institution']"
113,SenJeffMerkley,Speaking with on MSNBC now tune in,0.0,['msnbc']
114,SenJeffMerkley,With tonight s defeat of motions for docs witnesses the trial is now officially a coverup The Senate failed its responsibility amp endorsed an imperial presidency immune from accountability by indictments investigations or impeachment A tragedy for our Constitution amp America,-0.5,"['s defeat', 'docs witnesses', 'responsibility amp', 'imperial presidency immune', 'indictments investigations', 'constitution amp', 'america']"
115,RonWyden,What Senate rule allows Senators to put cotton in their ears so they don t have to listen to hard facts,-0.2916666666666667,"['senate rule', 'don t', 'hard facts']"
116,RonWyden,State,0.0,[]
117,RonWyden,A few sentences can t adequately describe the contributions of these individuals and many other black Oregonians who have given everything they have to our state often in the face of prejudice Their stories serve as a daily reminder to fight the injustices that remain today,0.05694444444444444,"['oregonians', 'daily reminder']"
118,RonWyden,People like Hattie Redmond who fought for women s rights DeNorval Unthank a doctor and premier civil rights leader Artie Wilson one of the first black baseball players to join an integrated team Thelma Johnson Streat who produced powerful works and performances,0.12777777777777777,"['hattie redmond', 'women s rights', 'denorval unthank', 'civil rights leader', 'artie wilson', 'black baseball players', 'thelma johnson streat', 'powerful works']"
119,RonWyden,As important as it is to recognize these ugly realities I hope that this month and every month Oregonians recognize and lift up the stories of some of the unsung heroes who made our state a better place to live work and raise a family,0.0840909090909091,"['ugly realities', 'oregonians', 'unsung heroes']"
120,SenBobCasey, Donald Trump is now just not only in charge of the Republican party generally he s pretty much running the Se,0.15,"['donald trump', 'republican', 'se']"
121,SenBobCasey,By blocking relevant witnesses and relevant documents Senate Republicans have denied the American people the fair trial they deserve This proceeding was rigged from the start to protect the President,0.375,"['relevant witnesses', 'relevant documents senate', 'american people', 'fair trial']"
122,SenBobCasey, Democratic slams GOP lawmakers as President Trump is poised to be acquitted It is clear to me that Donald T,0.10000000000000002,"['democratic slams gop lawmakers', 'trump', 'donald t']"
123,SenBobCasey,As Lt Colonel Vindman a man with two decades of military service and a Purple Heart for his sacrifices for our country testified before Congress This is America And here right matters,0.09285714285714285,"['lt colonel vindman', 'military service', 'purple heart', 'congress', 'america', 'right matters']"
124,SenBobCasey,I was honored to deliver the Weekly Democratic Address and discuss the impeachment trial of President Trump Soon the Senate will take a critical vote on whether we should hear from relevant witnesses like John Bolton Americans deserve a fair trial Anything less is a cover up,0.23333333333333336,"['weekly', 'address', 'impeachment trial', 'trump', 'critical vote', 'relevant witnesses', 'john bolton', 'fair trial', 'anything']"
125,SenToomey, PUNXSUTAWNEY Pennsylvania s most famous groundhog did not see is shadow this morning forecasting an early spring https,0.3666666666666667,"['punxsutawney pennsylvania', 'famous groundhog', 'early spring https']"
126,SenToomey,is on the upswing I had the opportunity to meet with Cheyney s president Aaron Walton last year He and his team have a great plan in place that will continue to allow Cheyney to grow while creating an environment in which students can thrive,0.4,"['cheyney', 's president', 'aaron walton', 'great plan', 'cheyney']"
127,SenToomey,75 years ago allied forces liberated Auschwitz Birkenau a place that will forever embody the evil and horror of the Holocaust This HolocaustRemembranceDay we must recommit ourselves to ensuring that such an atrocity never happen again WeRemember,-0.5,"['auschwitz birkenau', 'holocaust', 'holocaustremembranceday', 'weremember']"
128,SenToomey,Before he became one of the NBA s greatest players and ambassadors Kobe Bryant was the pride of Lower Merion His death along with his daughter Gianna and three others today is a tragedy Condolences to the Bryants and all the affected families,1.0,"['nba', 'kobe bryant', 'lower merion', 'gianna', 'condolences', 'bryants']"
129,SenToomey,I spoke this morning with amp of the amp and updated them on the impeachment trial Be sure to check out Jon s thread below on our conversation and full coverage will be on amp,0.425,"['impeachment trial', 'be', 'jon', 's thread', 'full coverage']"
130,SenJackReed,As we kickoff BlackHistoryMonth we celebrate the teachings blessings amp contributions of so many great African Americans amp aspire to follow their leadership amp example When we study amp learn from history we can each do our part to shape a better future,0.36,"['blackhistorymonth', 'teachings blessings amp contributions', 'african', 'amp aspire', 'leadership amp example', 'study amp']"
131,SenJackReed,Tonight Senate Republicans voted to deny firsthand witnesses amp relevant evidence In doing so they voted to deny the American people an opportunity to hear amp see critical facts But more evidence emerges every day We ve got to keep working to bring the truth to light,0.26,"['firsthand witnesses amp relevant evidence', 'american people', 'critical facts']"
132,SenJackReed,This,0.0,[]
133,SenJackReed, Sen Jack Reed D RI top Democrat on the Senate Armed Services Committee discusses the Senate impeachment trial Watch here,0.5,"['sen jack reed d ri', 'democrat', 'committee discusses', 'senate impeachment trial', 'watch']"
134,SenJackReed, FRI D RI top Democrat on the Senate Armed Services Committee discusses the Senate impeachment trial Catch i,0.5,"['fri d ri', 'democrat', 'committee discusses', 'senate impeachment trial']"
135,SenWhitehouse,Thanks to for allowing me to join your town hall amp thanks to everyone who spent their afternoon talking with us in Newport,0.10000000000000002,"['thanks', 'town hall amp thanks', 'newport']"
