,user,tweetText,simplePolarity,nouns,party,state
467,SenAmyKlobuchar, Over the next decade local leaders will use 2020Census data to make critical decisions impacting communities across Min,0.0,"['decade local leaders', '2020census data', 'critical decisions', 'min']",D,Minnesota
468,SenAmyKlobuchar,The right to vote is fundamental to our democracy No American should worry that their age or disability will hinder their right to vote I wrote the DOJ to ensure they enforce the Americans With Disabilities Act so voting is accessible to everyone,0.23660714285714285,"['doj', 'disabilities']",D,Minnesota
469,SenAmyKlobuchar, They re still ramming through this nomination Sen Klobuchar says of Republicans moving forward with Judge Barrett s confirma,0.0,"['sen klobuchar', 'barrett', 's confirma']",D,Minnesota
470,SenTinaSmith,At this point McConnell s warped priorities shouldn t surprise anyone It doesn t faze me and I m going to keep fighting for Americans to get the relief they deserve,0.0,"['mcconnell', 'priorities shouldn t surprise', 'doesn t faze']",D,Minnesota
471,SenTinaSmith,McConnell is still saying relief is unlikely after months of refusing to negotiate Instead he s using the next few weeks to ram through a Supreme Court justice and put affordable health care at risk Americans deserve better,-0.04999999999999999,"['mcconnell', 'supreme court justice', 'affordable health care']",D,Minnesota
472,SenTinaSmith,Indigenous Peoples Day is Monday I want to recognize the strong and resilient Native and Tribal communities in Minnesota I value your voices and will continue to work with and for you in the Senate Here are a few ideas about how to honor the day,0.11666666666666664,"['indigenous peoples', 'native', 'tribal', 'minnesota']",D,Minnesota
473,SenTinaSmith,My friend Catherine Cortez Masto with an important message plus a cameo by me Thanks to all the caregivers and those who are on the frontlines during this crisis I will keep pushing to give you the resources you need here in the Senate,0.30000000000000004,"['catherine cortez masto', 'important message', 'thanks']",D,Minnesota
474,SenTinaSmith, We re so thankful for nursing home frontline workers and home health workers and caregivers One of the ways Congress c,0.0,"['home frontline workers', 'home health workers', 'congress']",D,Minnesota
475,RoyBlunt,Yesterday I joined 33 of my Senate colleagues on an amicus brief supporting Capitol Hill Baptist Church s lawsuit against DC Mayor Muriel Bowser,0.125,"['yesterday', 'senate colleagues', 'capitol hill', 'baptist', 'church s lawsuit', 'dc', 'muriel bowser']",R,Missouri
476,RoyBlunt, TeamDED and announced the recipients of the Workforce Training Initiative today This program helps communities pr,0.0,"['teamded', 'workforce training initiative', 'communities pr']",R,Missouri
477,RoyBlunt,awarded a 1 9 million grant to the Pemiscot County Port Authority in Caruthersville to Make port harbor improvements to protect against future flooding Boost additional business development,0.0,"['pemiscot', 'county port authority', 'caruthersville', 'port harbor improvements', 'boost', 'additional business development']",R,Missouri
478,RoyBlunt,His letter is in the Hall of Fame and he should be there too,0.0,['fame'],R,Missouri
479,RoyBlunt,Off the field he cemented his legacy with the courageous stand he took 51 years ago today paving the way for free agency As a lifelong Cardinals fan I m proud to once again join my congressional colleagues in supporting Curt Flood s induction into the Hall of Fame,0.3375,"['off', 'courageous stand', 'free agency', 'congressional colleagues', 'curt flood', 's induction', 'fame']",R,Missouri
480,SenHawleyPress, yoder When you tell somebody that they re too Catholic to be on the bench when you tell them they re going to be a Catholic judge,0.0,['catholic judge'],R,Missouri
481,SenHawleyPress, When you tell somebody that they re too catholic to be on the bench When you tell them they ll be a catholic,0.0,[],R,Missouri
482,SenHawleyPress, Sen rips into the attacks on ACB s faith The ranking member referred to your catholic convictions as dog,0.0,"['sen', 'acb', 's faith', 'catholic convictions']",R,Missouri
483,SenHawleyPress,It s time for every single Democrat to renounce the attacks on Judge Barret s faith And for each to pledge that they will abide by the Constitution and not seek to impose religious tests I want to hear that out of their mouths from every Judiciary Committee member,-0.03571428571428571,"['s time', 'democrat', 'barret', 's faith', 'religious tests', 'judiciary', 'committee member']",R,Missouri
484,SenHawleyPress,Silence is not enough Hawley told After years of trafficking in bigotry and unconstitutional tests it s not enough now to go silent It s time Democrats renounce these attacks and pledge that they will put an end to these practices,0.0,"['silence', 'hawley', 'unconstitutional tests', 's time']",R,Missouri
485,SenHydeSmith,As confirmation hearings for Judge Barrett begin I m hopeful they ll focus on her ability to serve on the SCOTUS as an impartial jurist who will consider the law as written and apply it fairly I believe she ll show the nation that she ll be an excellent add to the Court,0.85,"['confirmation hearings', 'barrett', 'll focus', 'scotus', 'impartial jurist', 'll show']",R,Mississippi
486,SenHydeSmith,6 82M in assistance headed to MS to offset recovery costs from the fatal Easter Sunday tornadoes and storms last April Debris removal is an immediate priority following disasters amp this assistance will ease the burdens on amp the Covington amp Jasper counties,0.0,"['ms', 'offset recovery costs', 'easter', 'april debris', 'immediate priority', 'disasters amp', 'covington', 'jasper']",R,Mississippi
487,SenHydeSmith,As leftist attacks continue to be thrown at Judge Barrett and her faith it s important to know who she really is It s clear she is just the kind of impartial jurist who should be nominated and confirmed to the Supreme Court ConfirmACB,0.29000000000000004,"['leftist attacks', 'barrett', 'impartial jurist', 'supreme court', 'confirmacb']",R,Mississippi
488,SenHydeSmith,Good news for Mississippi students and families as the U S Department of Agriculture extends school meal waivers for the entire 2020 2021 school year just as I requested earlier in August Thank you amp,0.2333333333333333,"['good news', 'mississippi', 's department', 'school meal waivers', 'school year', 'august thank']",R,Mississippi
489,SenHydeSmith,Hurricane Delta will reach the coast in just a few hours Make certain your preparations are complete and heed guidance of local emergency officials BePrepared HurricaneDelta,0.028571428571428567,"['hurricane delta', 'local emergency officials', 'beprepared hurricanedelta']",R,Mississippi
490,SenatorWicker,Judge Amy Coney Barrett s Supreme Court confirmation hearing has begun She is an outstanding pick who has the right character temperament and philosophy to serve on our nation s highest court,0.39285714285714285,"['amy coney barrett', 'supreme court confirmation hearing', 'right character temperament', 'nation s']",R,Mississippi
491,SenatorWicker,It is a shame that bureaucrats have gotten in the way of many American families who are seeking to adopt I am committed to ensuring the government respects our great tradition of adoption and makes it easier to welcome children in need WickerReport,0.525,"['american families', 'great tradition', 'wickerreport']",R,Mississippi
492,SenatorWicker,I lead a group of 34 Senators in support of s claim against D C s selective enforcement of coronavirus restrictions This weekend a judge ruled outdoor services over 100 people may resume,0.0,"['c s selective enforcement', 'coronavirus restrictions', 'outdoor services']",R,Mississippi
493,SenatorWicker, UPDATE Capitol Hill Baptist Church wins its request to meet in D C From the judge s opinion It is for the Church not the Di,0.3,"['update', 'capitol hill', 'baptist', 'judge s opinion', 'di']",R,Mississippi
494,SenatorWicker,Halter Marine and are launching an apprenticeship program to create jobs and provide training to enrolled students This new program will give Mississippians opportunities for long term career growth and steady pay,0.08434343434343433,"['halter', 'apprenticeship program', 'new program', 'long term career growth']",R,Mississippi
495,repdonyoung,I want to thank coffee shop owner Melissa Thorsen Broschat for updating me on their operations and for sharing her ideas to help get businesses like hers through this pandemic By working together I am confident that we can come out of this stronger than ever,0.5,"['coffee shop owner', 'melissa thorsen broschat']",R,Alaska
496,repdonyoung,These are unprecedented times and family owned businesses are suffering I stopped by Highliner Coffee in Sitka to discuss strategies for keeping the doors open maintaining employees on the payroll and ensuring that customers remain safe,0.3666666666666667,"['unprecedented times', 'highliner coffee', 'sitka']",R,Alaska
497,repdonyoung, BIG NEWS The votes are in for s annual FatBearWeek tournament and 747 is the champion One of the park,0.0,"['big news', 'fatbearweek']",R,Alaska
498,repdonyoung,is an excellent resource for breast cancer education I hope you ll take a moment to review their breast cancer resources and share them with members of your community Click here to learn more,0.75,"['excellent resource', 'breast cancer education', 'breast cancer resources', 'click']",R,Alaska
499,repdonyoung,Too many families in Alaska have been affected by breast cancer October is BreastCancerAwarenessMonth which is not only a chance for us to remember those we ve lost but an opportunity to inform ourselves about signs symptoms and strategies for early detection,0.19999999999999998,"['too', 'alaska', 'breast cancer', 'october', 'breastcancerawarenessmonth', 'signs symptoms', 'early detection']",R,Alaska
500,RepByrne,FEMA s mobile registration units have reopened If you need help registering for Hurricane Sally assistance you can visit one of these mobile site between 8am and 6pm You can also register at through the FEMA app or by calling 800 621 3362,0.0,"['fema', 'mobile registration units', 'hurricane sally', 'mobile site', 'fema']",R,Alabama
501,RepByrne,It was such a treat to address the Club this morning and present the members with a U S flag flown over our nation s Capitol Rebecca amp I enjoyed seeing so many familiar faces Our nation will remain strong because of civic minded community leaders like these,0.3013888888888889,"['s flag flown', 'nation s capitol', 'rebecca', 'familiar faces', 'community leaders']",R,Alabama
502,RepByrne,If you have been forced to move or evicted due to HurricaneSally you may be eligible for disaster assistance Register with to find out,-0.21250000000000002,"['hurricanesally', 'disaster assistance register']",R,Alabama
503,RepByrne, Due to the impacts of Hurricane Sally its important to give yourself more time than usual to prepare your emergency kit,0.13125,"['hurricane sally', 'emergency kit']",R,Alabama
504,RepByrne,The registration intake centers across Southwest Alabama will close at 6 00 pm today in advance of HurricaneDelta They will plan to reopen on Monday October 12 In the meantime you can still register for assistance online at or call 800 621 3362,0.0,"['registration intake centers', 'alabama', 'hurricanedelta', 'october', 'assistance online']",R,Alabama
505,RepMarthaRoby,During National Breast Cancer Awareness Month it s important that we take this opportunity to talk about breast cancer facts warning signs amp risks treatment options amp more Read more from my Weekly Column via,0.4666666666666666,"['breast', 'awareness month', 'breast cancer facts warning signs amp risks treatment options amp', 'read', 'weekly column']",R,Alabama
506,RepMarthaRoby,Great initiative in Alabama for our health care heroes Please join in to show your appreciation for those who continue to make many selfless sacrifices to keep our communities healthy,0.6,"['great initiative', 'alabama', 'health care heroes', 'please', 'selfless sacrifices', 'communities healthy']",R,Alabama
507,RepMarthaRoby,,0.0,[],R,Alabama
508,RepMarthaRoby,The IRS is hosting a series of webinars to assist those who have not yet received an Economic Impact Payment amp need to utilize the IRS Non Filer Tool to claim it If you are interested you can register here for tomorrow s webinar beginning at 9am CST,0.225,"['irs', 'impact payment', 'amp need', 'irs non filer tool', 's webinar', 'cst']",R,Alabama
509,RepMarthaRoby,The announced the 2020 Census deadline has been extended to October 31 Please be sure to spread the word amp complete your Census Visit to respond now,0.3,"['census', 'october', 'please', 'word amp', 'census visit']",R,Alabama
510,RepMikeRogersAL, To those who Do Dig Sow Milk Pick Lead Herd Feed Care Grow Plant Shear Water Teach Ranch Shovel Inspire Deliver Irrigate Manage,0.0,"['dig sow milk pick lead herd feed care grow', 'shear', 'teach', 'shovel inspire deliver irrigate manage']",R,Alabama
511,RepMikeRogersAL, poor Media Completely in Bed with Democrats Effort to Dampen GOP Enthusiasm Didn t Work in 2016 Won t Wo,-0.15000000000000002,"['media completely', 'bed', 'effort', 'dampen', 'enthusiasm didn', 't work', 'won', 'wo']",R,Alabama
512,RepMikeRogersAL,Trump Derangement Syndrome on full display,0.35,"['trump derangement syndrome', 'full display']",R,Alabama
513,RepMikeRogersAL, As Delta makes its way to the Gulf Coast be sure to follow instructions from your local officials For the latest updates amp res,0.3333333333333333,"['delta', 'gulf coast', 'local officials', 'updates amp res']",R,Alabama
514,RepMikeRogersAL,Looking forward to it,0.0,['looking'],R,Alabama
515,Robert_Aderholt,I m excited to share the news that Inc in Cullman Alabama has been awarded a contract to supply the U S Capitol complex with masks for members staff and visitors I ve already been wearing their masks for sometime and they are great,0.2916666666666667,"['inc', 'cullman alabama', 's capitol', 'members staff']",R,Alabama
516,Robert_Aderholt,Congratulations to my friend for winning the Nobel Peace Prize is feeding millions of people around the world This is certainly an honor that is well earned,0.35714285714285715,"['congratulations', 'nobel', 'peace prize']",R,Alabama
517,Robert_Aderholt, Trump administration funding six rural Alabama projects for distance learning telemedicine infrastructure By yhn,0.0,"['trump', 'alabama', 'distance learning telemedicine infrastructure']",R,Alabama
518,Robert_Aderholt,Praying for a speedy recovery for both,0.0,"['praying', 'speedy recovery']",R,Alabama
519,Robert_Aderholt,Calling all Alabamians October 5th is the deadline to fill out your Census Have you completed yours Have your friends and family If not please take a few minutes to fill out your Census,-0.2,"['alabamians october', 'census have', 'have', 'census']",R,Alabama
520,RepMoBrooks,Today s Dept of Defense briefing on COVID19 amp Operation Warp Speed GOOD NEWS DoD expects 1 to 3 vaccines available to public over next 3 months Millions of doses ready for use pending Federal Drug Admin approval Highest risk Americans will be first in line for vaccines,0.25833333333333336,"['dept', 'covid19', 'amp operation', 'warp speed good news dod', 'millions', 'drug admin', 'highest']",R,Alabama
521,RepMoBrooks,Along the San Diego sector of the border before a wall was built 100 000 illegal aliens were apprehended by border patrol a year Post wall construction the number of apprehensions dropped to 5 000 a year a 95 reduction Outstanding progress Border walls work,0.0,"['san diego', 'illegal aliens', 'border patrol', 'year post wall construction', 'outstanding progress border walls work']",R,Alabama
522,RepMoBrooks,Great to see the President is recovering America just like President Trump will overcome COVID 19 too,0.8,"['america', 'trump', 'covid']",R,Alabama
523,RepMoBrooks, Brooks said that some of America s largest companies have engaged in the practice of American worker replacement which Bro,0.0,"['brooks', 'america', 'american worker replacement', 'bro']",R,Alabama
524,RepMoBrooks,Praying for a speedy recovery for the President and First Lady,0.25,"['praying', 'speedy recovery']",R,Alabama
525,USRepGaryPalmer,One week left to submit an app for the CongressionalAppChallenge This is an ideal contest for students interested in coding to hone their skills Read rules and submit an app at Call my office at 205 968 1290 with any questions Congress4CS,0.3833333333333333,"['congressionalappchallenge', 'ideal contest', 'read', 'call', 'congress4cs']",R,Alabama
526,USRepGaryPalmer, With millions of American families affected by school closings in the wake of COVID 19 it is more important than ever that,0.3,"['american families', 'school closings', 'covid']",R,Alabama
527,USRepGaryPalmer,I m looking forward to joining 9amCST Tune in,0.0,['9amcst tune'],R,Alabama
528,USRepGaryPalmer,I ll be talking with on momentarily and later this morning Tune in,0.0,['morning tune'],R,Alabama
529,USRepGaryPalmer,Millions of mail in ballots will be used this year and it s vital that we maintain the integrity of the election There should be a legible postmark on every single ballot,0.07619047619047621,"['millions', 'legible postmark']",R,Alabama
530,RepTerriSewell,The 2020Census count continues until October 31 We have 22 days left to participate There are 3 ways to be counted TODAY Online at Call 844 330 2020 By mail U S Census Bureau 1201 E 10th Street Jeffersonville IN 47132,0.0,"['october', 'today online', 'call', 'census', 'jeffersonville in']",D,Alabama
531,RepTerriSewell,Our VOTE is our VOICE Thank you to artist Eddie Fake for this beautiful mural in Bessemer to serve as a reminder to the power our vote has,0.175,"['vote', 'voice thank', 'eddie fake', 'beautiful mural', 'bessemer']",D,Alabama
532,RepTerriSewell,If you choose to absentee VOTE in person before Oct 29 you will NEED to bring A copy of your valid photo identification list of valid photo ID here And don t forget to MaskUp,0.0,"['vote', 'oct', 'need', 'a copy', 'valid photo identification list', 'valid photo', 'id', 'don t', 'maskup']",D,Alabama
533,RepTerriSewell,There are 25 days to go to the election on Nov 3 but EveryDayIsElectionDay if you vote absentee Check out how easy it is to vote Absentee In Person at your local county courthouse,0.21666666666666667,"['nov', 'everydayiselectionday', 'vote absentee', 'absentee', 'local county courthouse']",D,Alabama
534,RepTerriSewell,Americans depend on the postal service for Mail in ballots Prescription medications Paychecks and MORE Today we honor WorldPostDay by fighting to ensure that our communities have access to these CRITICAL services from home DontMessWithUSPS,0.25,"['postal service', 'prescription', 'paychecks', 'more', 'worldpostday', 'critical', 'dontmesswithusps']",D,Alabama
535,RepRickCrawford, On NationalFarmersDay farmers and ranchers are doing what they do every single day rising early to care for their lives,0.01428571428571429,['nationalfarmersday'],R,Arkansas
536,RepRickCrawford, Today is NationalFarmersDay A day to give a well deserved thank you to those who work 365 days a year to feed fuel and clothe,0.0,"['nationalfarmersday', 'feed fuel']",R,Arkansas
537,RepRickCrawford, Happy NationalFarmersDay A day to recognize American farmers who s work it is to convert seed into a bounty of food amp,0.4,"['nationalfarmersday', 'american farmers', 's work', 'food amp']",R,Arkansas
538,RepRickCrawford,On NationalFarmersDay we all get to thank a farmer whether we know it or not All the food you eat today and most of the clothes you wear are because of farmers across this great land Together let s thank a farmer for their hard work this year,0.3361111111111111,"['nationalfarmersday', 'great land', 'together', 'hard work']",R,Arkansas
539,RepRickCrawford,A news station in Denver said they had this person employed as a private security guard The City of Denver says he isn t licensed to have such responsibilities Why would a news channel say that when it s not true and what s going on here,-0.05833333333333333,"['news station', 'denver', 'private security guard', 'denver', 'isn t', 'news channel']",R,Arkansas
540,RepFrenchHill,Anyone who has ever worked on a farm knows that there are no days off From sunrise to sunset our Arkansas farmers are taking care of their animals their crops or their equipment On NationalFarmersDay I want to thank the people who keep us fed and keep our country moving,0.0,"['arkansas', 'nationalfarmersday']",R,Arkansas
541,RepFrenchHill,is committed to developing the next generation of workers Our CommitmentToAmerica agenda promotes access to career and technical education so that more American workers can improve their skills earn promotions and pursue new careers Renew AmericanDream,0.12727272727272726,"['commitmenttoamerica', 'agenda promotes access', 'technical education', 'american workers', 'new careers', 'renew americandream']",R,Arkansas
542,RepFrenchHill,If you have a fever cough or shortness of breath OR if you think you have been exposed to COVID19 testing is available in Arkansas To schedule a test visit the website below,0.4,"['fever cough', 'or', 'covid19', 'arkansas', 'test visit']",R,Arkansas
543,RepFrenchHill,Today on GeneralPulaskiDay we honor the life of Brigadier General Casimir Pulaski after whom Pulaski County Arkansas is named General Pulaski is honored for saving the life of George Washington in the Revolutionary War and for sacrificing his life for our independence,0.05000000000000002,"['generalpulaskiday', 'brigadier', 'casimir pulaski', 'pulaski', 'arkansas', 'pulaski', 'george washington', 'revolutionary war']",R,Arkansas
544,RepFrenchHill,I am pleased to announce the 2020 STEM AVSED Airport Design Challenge for K 12 students Registration is now open and runs through October 25 This is a wonderful opportunity for our students interested in STEM fields or architectural design,0.4375,"['stem avsed', 'airport design', 'challenge', 'registration', 'october', 'wonderful opportunity', 'stem', 'architectural design']",R,Arkansas
545,rep_stevewomack,Our Hogs deserved a better fate The SEC owes us an explanation on what looked like a BLOWN CALL WPS,0.2,"['hogs', 'sec', 'blown call wps']",R,Arkansas
546,rep_stevewomack,It was my privilege to meet our next generation of leaders our students From art and math class to presenting students with challenge coins and stopping by the library to drop off books from the it was an incredible visit Congrats to Bernice Young Elementary,0.325,"['math class', 'challenge coins', 'incredible visit', 'congrats', 'bernice']",R,Arkansas
547,rep_stevewomack,The dedication of our students teachers and education administrators is unwavering I had the pleasure of visiting Bernice Young Elementary in Springdale to recognize the school s designation as a National Blue Ribbon recipient,0.13333333333333333,"['students teachers', 'education administrators', 'bernice', 'springdale', 'school s designation', 'ribbon']",R,Arkansas
548,rep_stevewomack, stevewomack amp listen to NWArk community and business leaders gathered about COVID 19 s imp,0.0,"['stevewomack amp', 'nwark', 'business leaders', 'covid', 's imp']",R,Arkansas
549,rep_stevewomack,Local companies like are critical to our supply chain and economy The power of Arkansas manufacturing was on full display today quality production strong workforce and a commitment to aiding the fight against the coronavirus Learn more,0.25666666666666665,"['local companies', 'arkansas', 'full display', 'quality production', 'strong workforce', 'learn']",R,Arkansas
550,RepWesterman,Democrat senators are using the ConfirmationHearing to talk about the ACA but this accepts a precedent of SCOTUS legislating from the bench It must end It s not the Court s duty to legislate health care it s Congress s Bills like the Fair Care Act are the solutions we need,0.7,"['democrat', 'confirmationhearing', 'aca', 'scotus', 'court s duty', 'legislate health care', 'congress', 'care']",R,Arkansas
551,RepWesterman, New podcast with is out Learn about his work in being the lone registered forester in Co,0.13636363636363635,"['new podcast', 'learn', 'co']",R,Arkansas
552,RepWesterman, SteveWomack and I sent a letter to the Commissioner of urging c,0.0,['stevewomack'],R,Arkansas
553,RepWesterman,Think Republicans don t have a health care plan False and I introduced the Fair Care Act of 2020 with dozens of bipartisan provisions It gives more Americans coverage at lower costs even people with preexisting conditions It s the solution we need debates,0.2666666666666666,"['think', 'don t', 'health care plan', 'false', 'care', 'bipartisan provisions']",R,Arkansas
554,RepWesterman,Lots of talk about the Green New Deal but punitive measures like this don t work We need market based solutions like the Trillion Trees Act to incentivize conservation and sustainability Where Dems want to ban and over regulate we want to innovate and progress debates,-0.03181818181818183,"['lots', 'deal', 'punitive measures', 'don t work', 'trillion trees', 'incentivize conservation', 'dems', 'progress debates']",R,Arkansas
555,RepOHalleran,AZ01 My office is here to serve you If you have a question or need assistance with a federal agency or program reach out to any of my four offices to get in touch with a caseworker Contact information is available below,0.4,"['az01', 'need assistance', 'federal agency', 'contact']",D,Arizona
556,RepOHalleran,REMINDER On Tuesday I m hosting my next TuesdayswithTom virtual town hall to discuss economic stability and recovery in AZ01 during COVID 19 Register,0.1,"['reminder', 'tuesdayswithtom', 'virtual town hall', 'economic stability', 'az01', 'covid']",D,Arizona
557,RepOHalleran,Each week I send out an e newsletter to keep Arizonans up to date on the work we are doing in Congress to assist AZ01 families Sign up to receive my newsletter at the link below,0.0,"['e newsletter', 'arizonans', 'congress', 'az01', 'sign']",D,Arizona
558,RepOHalleran,Today is WorldMentalHealthDay marking the end of MentalIllnessAwarenessWeek This year unprecedented challenges amp stress have worsened mental health issues for far too many Take time to check in on your loved ones amp make sure you are taking care of your mental health AZ01,0.3142857142857142,"['worldmentalhealthday', 'mentalillnessawarenessweek', 'amp stress', 'mental health issues', 'ones amp', 'mental health', 'az01']",D,Arizona
559,RepOHalleran,This year AZ has had 700K acres burned by wildfire Last month I led the AZ delegation on a letter to the U S Forest Service stressing the urgent need for action on projects like 4FRI to restore forest health amp reduce the risk of forest fires in AZ01,0.05,"['az', '700k acres', 'az', 's forest service', 'urgent need', 'restore forest health amp', 'forest fires', 'az01']",D,Arizona
560,RepKirkpatrick,Arizona is not out of the woods and COVID 19 cases continue to rise Please stay vigilant follow public health protocols and wear am ask,0.0,"['arizona', 'covid', 'please', 'public health protocols']",D,Arizona
561,RepKirkpatrick,I am fighting hard as Arizona s Appropriator for lower health costs While Democrats work ForThePeople to lower the cost of health care Republicans are working to kick millions off of health care in the middle of a pandemic,-0.14583333333333334,"['arizona', 'appropriator', 'health costs', 'forthepeople', 'health care', 'health care']",D,Arizona
562,RepKirkpatrick,ICYMI,0.0,['icymi'],D,Arizona
563,RepKirkpatrick,Thank you to all of our essential front line workers Your sacrifice and dedication will see us through this pandemic From doctors to teachers to janitors we see you and we thank you,0.0,"['thank', 'essential front line workers', 'your']",D,Arizona
564,RepKirkpatrick,Free testing is available in Tucson If you think you have come into contact with COVID 19 learn more below,0.43333333333333335,"['free', 'tucson', 'covid']",D,Arizona
565,RepRaulGrijalva,Our USPS connects families and friends across states countries and continents Celebrate WorldPostDay by sending a letter to someone special today ALetterForYou SaveUSPS,0.35714285714285715,"['usps', 'connects families', 'states countries', 'celebrate worldpostday', 'aletterforyou saveusps']",D,Arizona
566,RepRaulGrijalva,They knew families would be separated amp moved forward with the policy of ripping babies from their mothers arms to deter more immigration These officials inflicted unspeakable trauma on children amp their families They must be held accountable,0.5,"['mothers arms', 'unspeakable trauma', 'children amp']",D,Arizona
567,RepRaulGrijalva,People are dead workers are unemployed businesses are shuttered and Trump reverts to his longstanding view of COVID19 It is what it is The House has already passed the HeroesAct It s time for the Senate to do the same,-0.1,"['dead workers', 'trump', 'longstanding view', 'covid19', 'heroesact', 's time']",D,Arizona
568,RepRaulGrijalva,If Trump had an inkling of reality he would know our country needs more than another stimulus check His response is to rush through the confirmation of a Supreme Court justice to further his agenda of ending the Affordable Care Act and its protections,0.25,"['trump', 'country needs', 'stimulus check', 'supreme court justice', 'care']",D,Arizona
569,RepRaulGrijalva, Trump is using Coronavirus to lease even more PublicLands for drilling We re investigating who these industry giveaways are,0.5,"['trump', 'coronavirus', 'publiclands', 'industry giveaways']",D,Arizona
570,RepGosar,A member of my staff was not permitted to be in the room during the first ultrasound of his first child due to Covid restrictions This a disgrace It s time to open up COVID19,0.09375,"['covid', 's time', 'covid19']",R,Arizona
571,RepGosar, 5000 journalists decide in the same 5 hour span to redefine court packing in a way that perfectly matches Democrat talking,0.5,"['hour span', 'redefine court', 'democrat']",R,Arizona
572,RepGosar,Filling a vacancy isn t packing Adding seats is packing PackingTheCourt,0.0,"['filling', 'vacancy isn t', 'adding', 'packingthecourt']",R,Arizona
573,RepGosar,Every time Democrats don t get their way they look to tear up the rule book Each time they do they end up regretting it for times change and power ebbs PackingTheCourt,0.0,"['don t', 'rule book', 'power ebbs', 'packingthecourt']",R,Arizona
574,RepGosar, I won t forget Kayla Mueller and how Obama abandoned her and left her to die Thank you for reminding the world of t,0.0,"['kayla mueller', 'obama', 'thank']",R,Arizona
575,RepAndyBiggsAZ, ConfirmACB,0.0,['confirmacb'],R,Arizona
576,RepAndyBiggsAZ,Best wishes to Judge Amy Coney Barrett on the start of her Senate confirmation hearings tomorrow She is well qualified and she will make a fantastic addition to the U S Supreme Court,0.7,"['amy coney barrett', 'senate confirmation hearings', 'fantastic addition', 'supreme court']",R,Arizona
577,RepAndyBiggsAZ, Lockdowns are not the answer to stopping COVID 19 Yesterday even Dr David Nabarro from the WHO told world leaders t,0.0,"['lockdowns', 'covid', 'yesterday', 'dr david nabarro', 'who', 'world leaders t']",R,Arizona
578,RepAndyBiggsAZ, It s important to understand that this is false 214 000 who have died with COVID 19 have either tested positive for C,0.07575757575757573,['covid'],R,Arizona
579,RepAndyBiggsAZ,Follow the science on masks we are told,0.0,[],R,Arizona
580,RepDavid,Congratulations to our ally Taiwan on celebrating their National Day The United States remains a friend for the democratic people of Taiwan We will continue to work together on protecting our shared values for freedom and democracy,0.0,"['congratulations', 'taiwan', 'national day', 'democratic people', 'taiwan']",R,Arizona
581,RepDavid, AMC Congressional Panel happening now,0.0,"['amc', 'panel']",R,Arizona
582,RepDavid,We are on the road to recovery As communities have re opened we have generated millions of jobs and strong economic growth to help our return to normal Now we must continue working to help individuals safely return to work,0.3208333333333333,['strong economic growth'],R,Arizona
583,RepDavid,Republicans are working to renew the American Dream by introducing legislation aimed to Ensure all students amp parents have access to school choice Honor our nation s brave veterans for their service to our country Promote opportunities for career education amp development,0.4,"['dream', 'ensure', 'students amp parents', 'school choice honor', 'nation s brave veterans', 'promote', 'career education amp development']",R,Arizona
584,RepDavid, The weekly update to the Maricopa County school dashboard is live Schools amp parents are encouraged to continue monito,0.13636363636363635,"['weekly update', 'maricopa', 'county school dashboard', 'schools amp parents']",R,Arizona
585,RepRubenGallego,I ll be joining today at 6 15 pm ET 3 15 pm PT to discuss the urgent need for meaningful COVID relief for American families and communities Tune in,0.25,"['et', 'pt', 'urgent need', 'covid', 'american families', 'communities tune']",D,Arizona
586,RepRubenGallego,I m in the process of fixing McSally s loophole that would let the Air Force kill the A 10,0.0,"['mcsally', 's loophole', 'air force']",D,Arizona
587,RepRubenGallego,As climate change worsens storms wildfires amp heatwaves across America has green lit clearcutting in Alaska s Tongass Nat l forest one of our best weapons in the fight against climate change Yesterday I led 60 colleagues demanding this decision be reversed,0.4,"['storms wildfires amp heatwaves', 'america', 'green lit', 'alaska', 'tongass nat', 'l forest', 'yesterday']",D,Arizona
588,RepRubenGallego,Today is the last day to register to vote in Arizona You can register online at More info here,0.25,"['arizona', 'register online']",D,Arizona
589,RepRubenGallego,Congrats on 30 years of German reunification amp 75 years of German American friendship Germans and Americans everywhere know through experience that good things can happen despite the darkness Germany whole and free,0.21666666666666665,"['congrats', 'german reunification amp', 'german american friendship', 'germans', 'good things', 'germany']",D,Arizona
590,RepDLesko,I have worked with my Democrat colleagues to get bipartisan bills that I was the lead Republican on passed in the House Protecting the Health and Wellness of Babies and Pregnant Women in Custody Act Resolution Celebrating the 100th anniversary of the 19th Amendment,0.3333333333333333,"['democrat', 'bipartisan bills', 'republican', 'protecting', 'wellness', 'babies', 'pregnant', 'custody', 'resolution celebrating', '100th anniversary', 'amendment']",R,Arizona
591,RepDLesko,I am pleased that three pieces of my legislation passed the Democrat controlled House Inland Waters Security Review Act Helping Families Fly Act Resolution supporting August 2020 as National Women s Suffrage Month,0.5166666666666667,"['democrat', 'inland waters', 'review', 'families fly', 'resolution', 'august', 'suffrage month']",R,Arizona
592,RepDLesko,I m proud that in the first 8 months that I was in Congress my bill the U S Ports of Entry Threat amp Operational Review Act was signed into law This was a great accomplishment amp I m continuing to work with my colleagues on both sides of the aisle to help the American people,0.4625,"['congress', 'ports', 'entry', 'operational review', 'great accomplishment amp', 'american people']",R,Arizona
